ships,dates
Midoriya Izuku/Shinsou Hitoshi,28 Feb 2023
Aizawa Shouta & Iida Tensei & Kayama Nemuri & Yamada Hizashi,28 Feb 2023
Aizawa Shouta | Eraserhead & Tsukauchi Naomasa,28 Feb 2023
Sero Hanta/Todoroki Shouto,28 Feb 2023
Bakugou Katsuki/Uraraka Ochako,28 Feb 2023
Kaminari Denki/Shinsou Hitoshi,28 Feb 2023
Ashido Mina/Kirishima Eijirou,28 Feb 2023
Jirou Kyouka/Yaoyorozu Momo,28 Feb 2023
Ashido Mina & Jirou Kyouka,28 Feb 2023
,28 Feb 2023
Bakugou Katsuki/Todoroki Shouto,28 Feb 2023
Bakugou Katsuki/Midoriya Izuku,28 Feb 2023
Dabi | Todoroki Touya/Reader,28 Feb 2023
League of Villains & Midoriya Izuku,28 Feb 2023
Aizawa Shouta | Eraserhead/Shinsou Hitoshi,28 Feb 2023
Aizawa Shouta | Eraserhead/Dabi | Todoroki Touya,28 Feb 2023
,28 Feb 2023
Dabi | Todoroki Touya/Todoroki Shouto,28 Feb 2023
Kirishima Eijirou/Todoroki Shouto,26 Feb 2023
One-sided Ashido Mina/Kirishima Eijirou - Relationship,26 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,26 Feb 2023
Bakugou Katsuki & Midoriya Izuku,26 Feb 2023
,26 Feb 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,26 Feb 2023
Bakugou Katsuki/Midoriya Izuku,26 Feb 2023
Bakugou Katsuki & Kirishima Eijirou,26 Feb 2023
Class 1-A & Midoriya Izuku,26 Feb 2023
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,26 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,26 Feb 2023
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,26 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,26 Feb 2023
Aizawa Shouta | Eraserhead & Shigaraki Tomura | Shimura Tenko,26 Feb 2023
Midoriya Izuku & Yagi Toshinori | All Might,26 Feb 2023
Shigaraki Tomura | Shimura Tenko & Yagi Toshinori | All Might,26 Feb 2023
Class 1-A & Midoriya Izuku,26 Feb 2023
Kurogiri & Shigaraki Tomura | Shimura Tenko,26 Feb 2023
Dabi | Todoroki Touya & Midoriya Izuku & Shigaraki Tomura | Shimura Tenko & Toga Himiko,26 Feb 2023
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko & Takami Keigo | Hawks,26 Feb 2023
Kirishima Eijirou/Reader,26 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,26 Feb 2023
Midoriya Izuku & Shinsou Hitoshi,26 Feb 2023
Bakugou Katsuki/Uraraka Ochako,26 Feb 2023
Midoriya Izuku/Yaoyorozu Momo,26 Feb 2023
Eri & Midoriya Izuku,26 Feb 2023
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,26 Feb 2023
Toga Himiko/Uraraka Ochako,26 Feb 2023
,26 Feb 2023
,26 Feb 2023
,26 Feb 2023
Takami Keigo | Hawks/Todoroki Natsuo,26 Feb 2023
Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight,26 Feb 2023
Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic,26 Feb 2023
Aizawa Shouta | Eraserhead & Class 1-A,26 Feb 2023
Class 1-A & Kayama Nemuri | Midnight,26 Feb 2023
Shirakumo Oboro & Fuwa Mawata,26 Feb 2023
they're uncle and niece,26 Feb 2023
Aizawa Shouta & Kayama Nemuri & Shirakumo Oboro,26 Feb 2023
Bakugou Katsuki & Midoriya Izuku,26 Feb 2023
Midoriya Izuku & Eri,26 Feb 2023
Midoriya Izuku & Yagi Toshinori | All Might,26 Feb 2023
Class 1-A & Midoriya Izuku,26 Feb 2023
Bakugou Katsuki/Midoriya Izuku,26 Feb 2023
Sero Hanta/Todoroki Shouto,26 Feb 2023
Bakugou Katsuki & Midoriya Izuku,26 Feb 2023
Sero Hanta & Todoroki Shouto,26 Feb 2023
Todoroki Enji | Endeavor & Todoroki Natsuo,26 Feb 2023
Dabi | Todoroki Touya & Todoroki Enji | Endeavor,26 Feb 2023
Todoroki Enji | Endeavor & Todoroki Rei,26 Feb 2023
Bakugou Katsuki/Midoriya Izuku,25 Feb 2023
Bakugou Katsuki/Midoriya Izuku,24 Feb 2023
Bakugou Katsuki/Midoriya Izuku,25 Feb 2023
Bakugou Katsuki & Midoriya Izuku,25 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,25 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Feb 2023
Class 1-A & Midoriya Izuku,25 Feb 2023
Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto,25 Feb 2023
Midoriya Izuku/Todoroki Shouto,25 Feb 2023
Bakugou Katsuki/Uraraka Ochako,25 Feb 2023
Midoriya Izuku/Uraraka Ochako,25 Feb 2023
Everyone & Everyone,25 Feb 2023
Jirou Kyouka/Yaoyorozu Momo,25 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,25 Feb 2023
,25 Feb 2023
Aizawa Shouta | Eraserhead & Todoroki Shouto,24 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,25 Feb 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,25 Feb 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,25 Feb 2023
Shinsou Hitoshi & Yamada Hizashi | Present Mic,25 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku & Shinsou Hitoshi & Yamada Hizashi | Present Mic,25 Feb 2023
Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight,25 Feb 2023
Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic,25 Feb 2023
Aizawa Shouta | Eraserhead & Nedzu,25 Feb 2023
Nedzu & Yamada Hizashi | Present Mic,25 Feb 2023
Amajiki Tamaki/Kirishima Eijirou/Toyomitsu Taishirou | Fat Gum,25 Feb 2023
Kirishima Eijirou/Toyomitsu Taishirou | Fat Gum,25 Feb 2023
Amajiki Tamaki/Toyomitsu Taishirou | Fat Gum,25 Feb 2023
Amajiki Tamaki/Kirishima Eijirou,25 Feb 2023
Kaminari Denki/Shinsou Hitoshi,25 Feb 2023
Shinsou Hitoshi/Todoroki Shouto,25 Feb 2023
Bakugou Katsuki/Todoroki Shouto,25 Feb 2023
Sero Hanta/Todoroki Shouto,25 Feb 2023
Bakugou Katsuki/Sero Hanta/Todoroki Shouto,25 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Feb 2023
Kaminari Denki/Shinsou Hitoshi,25 Feb 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,25 Feb 2023
Midoriya Izuku/Shinsou Hitoshi,25 Feb 2023
Midoriya Izuku & Shinsou Hitoshi,25 Feb 2023
Shinsou Hitoshi/Original Female Character(s),25 Feb 2023
Midoriya Izuku/Original Male Character(s),25 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,25 Feb 2023
Midoriya Izuku & Yagi Toshinori | All Might,25 Feb 2023
Bakugou Katsuki & Midoriya Izuku,25 Feb 2023
Midoriya Izuku & Uraraka Ochako,25 Feb 2023
Ashido Mina/Uraraka Ochako,25 Feb 2023
Kaminari Denki/Monoma Neito,25 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,25 Feb 2023
Iida Tenya/Yaoyorozu Momo,25 Feb 2023
Aoyama Yuuga/Tokoyami Fumikage,25 Feb 2023
Midoriya Izuku/Rody Soul,25 Feb 2023
Bakugou Katsuki/Original Female Character(s),25 Feb 2023
Midoriya Izuku/Uraraka Ochako,25 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Feb 2023
Bakugou Katsuki & Midoriya Izuku,25 Feb 2023
Takami Keigo | Hawks/Reader,24 Feb 2023
Midoriya Izuku/Todoroki Shouto,25 Feb 2023
Midoriya Izuku & Yagi Toshinori | All Might,25 Feb 2023
Midoriya Izuku & Uraraka Ochako,25 Feb 2023
Iida Tenya & Midoriya Izuku,25 Feb 2023
Bakugou Katsuki & Midoriya Izuku,25 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,25 Feb 2023
Midoriya Izuku & Past One For All Users,25 Feb 2023
Midoriya Izuku & Shimura Nana,25 Feb 2023
Banjou Daigorou | Lariat & Midoriya Izuku,25 Feb 2023
Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might,25 Feb 2023
Midoriya Izuku & Yaoyorozu Momo,25 Feb 2023
Todoroki Shouto & Yaoyorozu Momo,25 Feb 2023
Bakugou Katsuki & Jirou Kyouka,25 Feb 2023
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,25 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,25 Feb 2023
Aizawa Shouta | Eraserhead/Reader,25 Feb 2023
Yamada Hizashi | Present Mic/Reader,25 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic/Reader,25 Feb 2023
Kirishima Eijirou/Shinsou Hitoshi,23 Feb 2023
Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto,23 Feb 2023
Bakugou Katsuki & Midoriya Izuku,23 Feb 2023
Bakugou Katsuki & Class 1-A,23 Feb 2023
Bakugou Masaru/Bakugou Mitsuki,23 Feb 2023
Class 1-A & Midoriya Izuku,23 Feb 2023
Bakugou Katsuki/Midoriya Izuku,23 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,23 Feb 2023
Bakugou Katsuki/Midoriya Izuku,23 Feb 2023
Bakugou Katsuki/Todoroki Shouto,23 Feb 2023
Bakugou Katsuki/Midoriya Izuku,23 Feb 2023
Midoriya Izuku/Shinsou Hitoshi,23 Feb 2023
Iida Tenya/Uraraka Ochako,23 Feb 2023
Toga Himiko/Uraraka Ochako,23 Feb 2023
Ashido Mina/Kirishima Eijirou,23 Feb 2023
Midoriya Izuku/Everyone,23 Feb 2023
Midoriya Izuku/Uraraka Ochako,23 Feb 2023
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,23 Feb 2023
Iida Tenya & Midoriya Izuku,23 Feb 2023
Midoriya Izuku & Uraraka Ochako,23 Feb 2023
Iida Tenya & Uraraka Ochako,23 Feb 2023
Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku,23 Feb 2023
,23 Feb 2023
Rody Soul/Reader,23 Feb 2023
,23 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,23 Feb 2023
Akaguro Chizome | Stain & Midoriya Izuku,23 Feb 2023
Bakugou Katsuki/Midoriya Izuku,23 Feb 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,23 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,23 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,23 Feb 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,23 Feb 2023
,21 Feb 2023
Bakugou Katsuki/Todoroki Shouto,21 Feb 2023
Midoriya Izuku/Shinsou Hitoshi,21 Feb 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,21 Feb 2023
Midoriya Izuku/Tsukauchi Naomasa,21 Feb 2023
Aizawa Shouta | Eraserhead/Midoriya Izuku,21 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,21 Feb 2023
Midoriya Inko/Midoriya Izuku,21 Feb 2023
Shigaraki Tomura | Shimura Tenko/Takami Keigo | Hawks,21 Feb 2023
Shigaraki Tomura | Shimura Tenko/Reader,21 Feb 2023
Takami Keigo | Hawks/Reader,21 Feb 2023
Dabi | Todoroki Touya/Reader,21 Feb 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,21 Feb 2023
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,21 Feb 2023
Bakugou Katsuki/Midoriya Izuku,21 Feb 2023
Kirishima Eijirou/Midoriya Izuku,21 Feb 2023
Midoriya Izuku/Uraraka Ochako,21 Feb 2023
Bakugou Katsuki & Midoriya Izuku,21 Feb 2023
Midoriya Izuku/Yaoyorozu Momo,21 Feb 2023
Ashido Mina/Midoriya Izuku,21 Feb 2023
Jirou Kyouka/Midoriya Izuku/Yaoyorozu Momo,21 Feb 2023
Jirou Kyouka/Midoriya Izuku,21 Feb 2023
Hagakure Tooru/Midoriya Izuku,21 Feb 2023
Asui Tsuyu/Midoriya Izuku,21 Feb 2023
Midoriya Izuku/Undisclosed,21 Feb 2023
Midoriya Izuku&Asano Jason,21 Feb 2023
Midoriya Izuku/Melissa Shield,21 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,21 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,21 Feb 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,21 Feb 2023
Bakugou Katsuki & Midoriya Izuku,21 Feb 2023
Midoriya Izuku & Todoroki Shouto,21 Feb 2023
Ashido Mina & Hagakure Tooru,21 Feb 2023
Asui Tsuyu & Iida Tenya & Midoriya Izuku & Todoroki Shouto & Uraraka Ochako,21 Feb 2023
Class 1-A & Shinsou Hitoshi,21 Feb 2023
Bakugou Katsuki & Kirishima Eijirou,21 Feb 2023
Jirou Kyouka & Kaminari Denki & Shinsou Hitoshi & Yaoyorozu Momo,21 Feb 2023
Kendou Itsuka & Yaoyorozu Momo,21 Feb 2023
Ashido Mina & Asui Tsuyu,21 Feb 2023
Aizawa Shouta | Eraserhead & Eri,21 Feb 2023
Eri & Yamada Hizashi | Present Mic,21 Feb 2023
Eri & Midoriya Izuku,21 Feb 2023
Eri & Shinsou Hitoshi,21 Feb 2023
Class 1-A & Eri (My Hero Academia),21 Feb 2023
Aizawa Shouta | Eraserhead & Eri & Yamada Hizashi | Present Mic,21 Feb 2023
Eri/Izumi Kouta (Background),21 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,21 Feb 2023
Kaminari Denki/Shinsou Hitoshi,21 Feb 2023
Bakugou Katsuki/Todoroki Shouto,21 Feb 2023
Bakugou Katsuki & Kirishima Eijirou,21 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,21 Feb 2023
Nedzu (My Hero Academia) & Original Female Character(s),21 Feb 2023
Nedzu (My Hero Academia) & Original Character(s),21 Feb 2023
Bakugou Katsuki y Midoriya Izuku y Todoroki Shouto,21 Feb 2023
Bakugou Katsuki & Midoriya Izuku,21 Feb 2023
Enji Todoroki/Jack Frost,21 Feb 2023
Todoroki Enji | Endeavor & Todoroki Fuyumi,21 Feb 2023
Todoroki Enji | Endeavor & Todoroki Family,21 Feb 2023
Dabi | Todoroki Touya & Todoroki Fuyumi & Todoroki Natsuo & Todoroki Shouto,21 Feb 2023
Todoroki Enji | Endeavor & Todoroki Shouto,21 Feb 2023
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko/Takami Keigo | Hawks,21 Feb 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,21 Feb 2023
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,21 Feb 2023
Shinsou Hitoshi/Todoroki Shouto,21 Feb 2023
Midoriya Inko & Midoriya Izuku,21 Feb 2023
Bakugou Katsuki & Midoriya Izuku,21 Feb 2023
Midoriya Izuku & Shinsou Hitoshi,21 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,21 Feb 2023
Ashido Mina/Bakugou Katsuki/Kaminari Denki/Kirishima Eijirou/Sero Hanta,21 Feb 2023
Bakugou Katsuki/Kaminari Denki,21 Feb 2023
Ashido Mina/Bakugou Katsuki,21 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,21 Feb 2023
Bakugou Katsuki/Sero Hanta,21 Feb 2023
Ashido Mina/Kaminari Denki,21 Feb 2023
Kaminari Denki/Kirishima Eijirou,21 Feb 2023
Kaminari Denki/Sero Hanta,21 Feb 2023
Ashido Mina/Kirishima Eijirou,21 Feb 2023
Ashido Mina/Sero Hanta,21 Feb 2023
Kirishima Eijirou/Sero Hanta,21 Feb 2023
Dabi | Todoroki Touya/Original Female Character(s),21 Feb 2023
Original Character(s) & Original Character(s),21 Feb 2023
Punz/random person,19 Feb 2023
Punz & Tsuyu Asui,19 Feb 2023
Bakugou Katsuki/Yaoyorozu Momo,19 Feb 2023
Bakugou Katsuki/Original Female Character(s),19 Feb 2023
Jirou Kyouka/Original Female Character(s),19 Feb 2023
Shinsou Hitoshi & Original Male Character(s),19 Feb 2023
Utsushimi Camie/Original Male Character(s),19 Feb 2023
Bakugou Katsuki/Midoriya Izuku,19 Feb 2023
Kaminari Denki/Kirishima Eijirou,19 Feb 2023
Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku,19 Feb 2023
Midoriya Izuku/Yagi Toshinori | All Might,19 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,19 Feb 2023
Bakugou Katsuki & Kirishima Eijirou,19 Feb 2023
Bakugou Katsuki/Midoriya Izuku,19 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,19 Feb 2023
Class 1-A & Midoriya Izuku,19 Feb 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,19 Feb 2023
Bakugou Katsuki/Todoroki Shouto,19 Feb 2023
Minor or Background Relationship(s),19 Feb 2023
Midoriya Inko & Midoriya Izuku,19 Feb 2023
Midoriya Izuku & Sensei | All For One,19 Feb 2023
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,19 Feb 2023
League of Villains & Midoriya Izuku,19 Feb 2023
League of Villains & Shigaraki Tomura | Shimura Tenko,19 Feb 2023
League of Villains & Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,19 Feb 2023
League of Villains & Sensei | All For One,19 Feb 2023
Chisaki Kai | Overhaul & Midoriya Izuku,19 Feb 2023
Akaguro Chizome | Stain & Midoriya Izuku,19 Feb 2023
Dabi | Todoroki Touya & Midoriya Izuku,19 Feb 2023
Dabi & Eri (My Hero Academia),19 Feb 2023
Dabi | Todoroki Touya & Takami Keigo | Hawks,19 Feb 2023
,19 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,19 Feb 2023
Bakugou Katsuki/Shigaraki Tomura | Shimura Tenko,19 Feb 2023
Bakugou Katsuki & Midoriya Izuku,19 Feb 2023
Ashido Mina & Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou & Sero Hanta,19 Feb 2023
Kaminari Denki/Shinsou Hitoshi,19 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Feb 2023
Midoriya Izuku/Todoroki Shouto,19 Feb 2023
Bakugou Katsuki & League of Villains,19 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Feb 2023
Bakugou Katsuki/Midoriya Izuku,19 Feb 2023
Original Character/Original Character,19 Feb 2023
Takami Keigo | Hawks/Reader,19 Feb 2023
,19 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,19 Feb 2023
Aizawa Shouta | Eraserhead & Original Female Character(s),19 Feb 2023
Yamada Hizashi | Present Mic & Original Female Character(s),19 Feb 2023
Shinsou Hitoshi & Original Female Character(s),19 Feb 2023
Bakugou Katsuki/Uraraka Ochako,17 Feb 2023
Midoriya Izuku & Sensei | All For One,17 Feb 2023
Kirishima Eijirou/Bakugou Katsuki,17 Feb 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,17 Feb 2023
Aizawa Shouta | Eraserhead & Class 1-A,17 Feb 2023
Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic,17 Feb 2023
Midoriya Izuku/Todoroki Shōto,17 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,17 Feb 2023
Jirou Kyouka/Kaminari Denki,17 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,17 Feb 2023
Midoriya Izuku & Shinsou Hitoshi,17 Feb 2023
Hatsume Mei & Midoriya Izuku,17 Feb 2023
Bakugou Katsuki & Midoriya Izuku,17 Feb 2023
Midoriya Inko & Usagiyama Rumi | Miruko,17 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,17 Feb 2023
Midoriya Izuku/Shinsou Hitoshi,17 Feb 2023
Aizawa Shouta | Eraserhead/Midoriya Izuku,17 Feb 2023
Aizawa Shouta | Eraserhead/Midoriya Izuku/Shinsou Hitoshi,17 Feb 2023
,17 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,17 Feb 2023
Ashido Mina/Todoroki Shouto,17 Feb 2023
Akaguro Chizome | Stain & Chisaki Kai | Overhaul,17 Feb 2023
Aizawa Shouta | Eraserhead & Chisaki Kai | Overhaul,17 Feb 2023
Aizawa Shouta | Eraserhead & Akaguro Chizome | Stain,17 Feb 2023
Midoriya Izuku/Mineta Minoru,17 Feb 2023
Bakugou Katsuki/Mineta Minoru,17 Feb 2023
Mineta Minoru/Todoroki Shouto,17 Feb 2023
Chisaki Kai | Overhaul/Eri,17 Feb 2023
Aizawa Shouta | Eraserhead/Eri,17 Feb 2023
Bakugou Katsuki/Uraraka Ochako,17 Feb 2023
Hadou Nejire/Midoriya Izuku,17 Feb 2023
Midoriya Hisashi/Midoriya Inko,17 Feb 2023
Class 1-A & Midoriya Izuku,17 Feb 2023
First One For All User & Midoriya Izuku,17 Feb 2023
Midoriya Izuku & Sousaki Shino | Mandalay,17 Feb 2023
Midoriya Izuku & Shiretoko Tomoko | Ragdoll,17 Feb 2023
Chatora Yawara | Tiger & Midoriya Izuku,17 Feb 2023
Midoriya Izuku & Tsuchikawa Ryuuko | Pixie-bob,17 Feb 2023
Amajiki Tamaki & Hadou Nejire & Midoriya Izuku & Toogata Mirio,17 Feb 2023
Fuwa Mawata & Midoriya Izuku,17 Feb 2023
Dabi | Todoroki Touya & Midoriya Izuku,17 Feb 2023
Nakajima Atsushi (Bungou Stray Dogs) & Shigaraki Tomura | Shimura Tenko,17 Feb 2023
Aizawa Shouta | Eraserhead & Nakajima Atsushi (Bungou Stray Dogs),17 Feb 2023
Aizawa Shouta | Eraserhead & Shigaraki Tomura | Shimura Tenko,17 Feb 2023
Dazai Osamu & Nakajima Atsushi (Bungou Stray Dogs),17 Feb 2023
Nakahara Chuuya & Nakajima Atsushi (Bungou Stray Dogs),17 Feb 2023
Class 1-A & Nakajima Atsushi (Bungou Stray Dogs),17 Feb 2023
Class 1-A & Shigaraki Tomura | Shimura Tenko,17 Feb 2023
,17 Feb 2023
Bakugou Katsuki & Midoriya Izuku,15 Feb 2023
,15 Feb 2023
Midoriya Izuku/Toga Himiko,15 Feb 2023
Bakugou Katsuki/Midoriya Izuku,15 Feb 2023
Bakugou Katsuki/Midoriya Izuku,15 Feb 2023
Asui Tsuyu/Uraraka Ochako,15 Feb 2023
Bakugou Katsuki/Midoriya Izuku,15 Feb 2023
Bakugou Katsuki/Midoriya Izuku,15 Feb 2023
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,15 Feb 2023
Victoria Dallon | Glory Girl | Antares & Taylor Hebert | Skitter | Weaver,15 Feb 2023
Amy Dallon | Panacea | Red Queen & Taylor Hebert | Skitter | Weaver,15 Feb 2023
Izuku Midoriya/ Female Reader,15 Feb 2023
Katsuki Bakugo/ Female Reader,15 Feb 2023
Shoto Todoroki/ Female Reader,15 Feb 2023
Mirio Togata/ Female Reader,15 Feb 2023
Bakugou Katsuki/Midoriya Izuku,15 Feb 2023
Sero Hanta/Todoroki Shouto,15 Feb 2023
Bakugou Katsuki/Midoriya Izuku,15 Feb 2023
Midoriya Izuku/Uraraka Ochako,15 Feb 2023
Midoriya Izuku/Todoroki Shouto,15 Feb 2023
Midoriya Izuku & Todoroki Shouto,15 Feb 2023
Dabi | Todoroki Touya & Todoroki Shouto,15 Feb 2023
Midoriya Izuku/Uraraka Ochako,15 Feb 2023
Bakugou Katsuki/Todoroki Shouto,15 Feb 2023
Bakugou Katsuki/Kirishima Eijirou/Tetsutetsu Tetsutetsu,15 Feb 2023
Bakugou Katsuki/Midoriya Izuku,15 Feb 2023
Kaminari Denki & Kirishima Eijirou & Midoriya Izuku,15 Feb 2023
Dabi | Todoroki Touya/Takami Keigo | Hawks,15 Feb 2023
Iida Tenya/Uraraka Ochako,15 Feb 2023
Bakugou Katsuki & Jirou Kyouka,15 Feb 2023
Jirou Kyouka & Kaminari Denki,15 Feb 2023
Ashido Mina/OC,15 Feb 2023
Jirou Kyouka/Yaoyorozu Momo,15 Feb 2023
Midoriya Izuku & Yagi Toshinori | All Might,15 Feb 2023
Midoriya Izuku & Nedzu,15 Feb 2023
Midoriya Izuku/Uraraka Ochako,15 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,15 Feb 2023
,15 Feb 2023
,14 Feb 2023
Aoyama Yuuga/Bakugou Katsuki,14 Feb 2023
Aoyama Yuuga & Bakugou Katsuki,14 Feb 2023
Aizawa Shouta | Eraserhead & Midoriya Izuku,14 Feb 2023
Bakugou Katsuki & Midoriya Izuku,14 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,14 Feb 2023
Bakugou Katsuki/Kirishima Eijirou,14 Feb 2023
Sero Hanta/Todoroki Shouto,14 Feb 2023
Midoriya Izuku & Yamada Hizashi | Present Mic,14 Feb 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,14 Feb 2023
Jirou Kyouka/Yaoyorozu Momo,14 Feb 2023
Kaminari Denki & Shinsou Hitoshi,14 Feb 2023
Aizawa Shouta | Eraserhead & Yamada Hizashi | Present Mic,14 Feb 2023
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,14 Feb 2023
Jirou Kyouka/Utsushimi Camie,14 Feb 2023
Midoriya Izuku & Original Male Character(s),14 Feb 2023
Midoriya Inko & Original Character(s),14 Feb 2023
Midoriya Izuku/Rody Soul,14 Feb 2023
Bakugou Katsuki & Original Male Character(s),14 Feb 2023
Class 1-A (My Hero Academia) & Original Male Character(s),14 Feb 2023
Shinsou Hitoshi/Original Male Character(s),14 Feb 2023
Tatsuma Ryuuko | Ryuukyuu/Usagiyama Rumi | Miruko,14 Feb 2023
Midoriya Izuku & Original Male Character(s),14 Feb 2023
Midoriya Inko & Original Male Character(s),14 Feb 2023
Midoriya Inko & Midoriya Izuku,14 Feb 2023
Bakugou Katsuki & Original Male Character(s),14 Feb 2023
Bakugou Katsuki & Midoriya Izuku,14 Feb 2023
Bakugou Katsuki & Bakugou Katsuki's Family,14 Feb 2023
Class 1-A (My Hero Academia) & Original Character(s),14 Feb 2023
Shinsou Hitoshi & Original Male Character(s),14 Feb 2023
Shinsou Hitoshi/Original Male Character(s),14 Feb 2023
Tatsuma Ryuuko | Ryuukyuu/Todoroki Rei,14 Feb 2023
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,14 Feb 2023
Shinsou Hitoshi & Yamada Hizashi | Present Mic,14 Feb 2023
Midoriya Izuku & Shinsou Hitoshi,14 Feb 2023
Tatsuma Ryuuko | Ryuukyuu/Todoroki Fuyumi,14 Feb 2023
Tatsuma Ryuuko | Ryuukyuu/Todoroki Rei,14 Feb 2023
Bakugou Katsuki & Midoriya Izuku,14 Feb 2023
Minor or Background Relationship(s),14 Feb 2023
Bakugou Masaru/Bakugou Mitsuki,14 Feb 2023
Bakugou Katsuki/Uraraka Ochako,14 Feb 2023
Bakugou Katsuki & Uraraka Ochako,14 Feb 2023
,14 Feb 2023
Bakugou Katsuki/Todoroki Shouto,14 Feb 2023
Bakugou Katsuki/Midoriya Izuku,14 Feb 2023
Bakugou Katsuki/Midoriya Izuku,14 Feb 2023
