names,dates
Hatsume Mei,07 Feb 2023
Kurogiri (My Hero Academia),07 Feb 2023
Kaminari Denki,07 Feb 2023
Ashido Mina,07 Feb 2023
Yaoyorozu Momo,07 Feb 2023
Asui Tsuyu,07 Feb 2023
Uraraka Ochako,07 Feb 2023
Ojiro Mashirao,07 Feb 2023
Toogata Mirio,07 Feb 2023
Sasaki Mirai | Sir Nighteye,07 Feb 2023
Eri (My Hero Academia),07 Feb 2023
Amajiki Tamaki,07 Feb 2023
Takami Keigo | Hawks,07 Feb 2023
Todoroki Enji | Endeavor,07 Feb 2023
Todoroki Fuyumi,07 Feb 2023
Todoroki Natsuo,07 Feb 2023
Bakugou Katsuki,07 Feb 2023
Midoriya Izuku,07 Feb 2023
Todoroki Shouto,07 Feb 2023
Shinsou Hitoshi,07 Feb 2023
Utsushimi Camie,07 Feb 2023
Kaminari Denki,07 Feb 2023
Kirishima Eijirou,07 Feb 2023
Jirou Kyouka,07 Feb 2023
Midoriya Izuku,07 Feb 2023
Todoroki Shouto,07 Feb 2023
Takami Keigo | Hawks,07 Feb 2023
Shigaraki Tomura | Shimura Tenko,07 Feb 2023
Dabi | Todoroki Touya,07 Feb 2023
Toga Himiko,07 Feb 2023
Toga Himiko,07 Feb 2023
Uraraka Ochako,07 Feb 2023
Other Character Tags to Be Added,07 Feb 2023
Other(s),07 Feb 2023
Midoriya Izuku,07 Feb 2023
Class 1-A (My Hero Academia),07 Feb 2023
Bakugou Katsuki,07 Feb 2023
Aizawa Shouta | Eraserhead,07 Feb 2023
Iida Tenya,07 Feb 2023
Kaminari Denki,07 Feb 2023
Sakamoto Ryuji,07 Feb 2023
Takamaki Ann,07 Feb 2023
Kitagawa Yusuke,07 Feb 2023
Morgana (Persona Series),07 Feb 2023
Niijima Makoto,07 Feb 2023
Sakura Futaba,07 Feb 2023
Okumura Haru,07 Feb 2023
Akechi Goro,07 Feb 2023
Sakura Sojiro,07 Feb 2023
Todoroki Shouto,07 Feb 2023
Bakugou Katsuki,07 Feb 2023
Kirishima Eijirou,07 Feb 2023
Ashido Mina,07 Feb 2023
Yaoyorozu Momo,07 Feb 2023
Jirou Kyouka,07 Feb 2023
Sero Hanta,07 Feb 2023
Class 1-A (My Hero Academia),07 Feb 2023
Aizawa Shouta | Eraserhead,07 Feb 2023
Yagi Toshinori | All Might,07 Feb 2023
Nedzu (My Hero Academia),07 Feb 2023
Yoshizawa Sumire | Yoshizawa Kasumi,07 Feb 2023
Maruki Takuto,07 Feb 2023
Sero Hanta,07 Feb 2023
Todoroki Shouto,07 Feb 2023
Yamada Hizashi | Present Mic,07 Feb 2023
Aizawa Shouta | Eraserhead,07 Feb 2023
Miedri Wesley,07 Feb 2023
Dabi | Todoroki Touya,05 Feb 2023
Reader,05 Feb 2023
Aizawa Shouta | Eraserhead,05 Feb 2023
Shinsou Hitoshi,05 Feb 2023
Kayama Nemuri | Midnight,05 Feb 2023
Shirakumo Oboro,05 Feb 2023
Bakugou Katsuki,05 Feb 2023
Bakugou Mitsuki,05 Feb 2023
Midoriya Izuku,05 Feb 2023
Kirishima Eijirou,05 Feb 2023
Todoroki Shouto,05 Feb 2023
Sero Hanta,05 Feb 2023
Other(s),05 Feb 2023
Bakugou Katsuki,05 Feb 2023
Midoriya Izuku,05 Feb 2023
Midoriya Inko,05 Feb 2023
Yagi Toshinori | All Might,05 Feb 2023
Uraraka Ochako,05 Feb 2023
,05 Feb 2023
Midoriya Izuku,05 Feb 2023
Todoroki Shouto,05 Feb 2023
Aizawa Shouta | Eraserhead,05 Feb 2023
Hatsume Mei,05 Feb 2023
Ashido Mina,05 Feb 2023
Shinsou Hitoshi,05 Feb 2023
Tokoyami Fumikage,05 Feb 2023
Uraraka Ochako,05 Feb 2023
Nezu,05 Feb 2023
Maijima Higari | Power Loader,05 Feb 2023
Shigaraki Tomura | Shimura Tenko,05 Feb 2023
Midoriya Izuku,05 Feb 2023
League of Villains (My Hero Academia),05 Feb 2023
Chisaki Kai | Overhaul,05 Feb 2023
Bakugou Katsuki,05 Feb 2023
Bakugou Mitsuki,05 Feb 2023
Bakugou Masaru,05 Feb 2023
Midoriya Izuku,05 Feb 2023
Midoriya Inko,05 Feb 2023
Bakugou Katsuki,05 Feb 2023
Shimano Mahoro,05 Feb 2023
Original Female Character(s),05 Feb 2023
Bubaigawara Jin | Twice,05 Feb 2023
Dabi | Todoroki Touya,05 Feb 2023
Shigaraki Tomura | Shimura Tenko,05 Feb 2023
Toga Himiko,05 Feb 2023
Iguchi Shuuichi | Spinner,05 Feb 2023
Kurogiri (My Hero Academia),05 Feb 2023
Takami Keigo | Hawks,05 Feb 2023
Sako Atsuhiro | Mr. Compress,05 Feb 2023
Hikiishi Kenji | Magne,05 Feb 2023
Okuta Kagerou | Giran,05 Feb 2023
Shinsou Hitoshi,05 Feb 2023
Kaminari Denki,05 Feb 2023
Aizawa Shouta | Eraserhead,05 Feb 2023
Yamada Hizashi | Present Mic,05 Feb 2023
Midoriya Izuku,05 Feb 2023
Shinsou Hitoshi,05 Feb 2023
Midoriya Inko,05 Feb 2023
Original Characters,05 Feb 2023
Bakugou Katsuki,05 Feb 2023
Midoriya Izuku,05 Feb 2023
Kirishima Eijirou,05 Feb 2023
Uraraka Ochako,05 Feb 2023
Iida Tenya,05 Feb 2023
Todoroki Shouto,05 Feb 2023
Midoriya Inko,05 Feb 2023
Aizawa Shouta | Eraserhead,05 Feb 2023
Shigaraki Tomura | Shimura Tenko,05 Feb 2023
Dabi | Todoroki Touya,05 Feb 2023
Bakugou Katsuki,05 Feb 2023
Aizawa Shouta | Eraserhead,05 Feb 2023
Yamada Hizashi | Present Mic,05 Feb 2023
League of Villains (My Hero Academia),05 Feb 2023
Kirishima Eijirou,05 Feb 2023
Monoma Neito,05 Feb 2023
Bakugou Mitsuki,05 Feb 2023
Midoriya Izuku,05 Feb 2023
Bakugou Katsuki,05 Feb 2023
Class 1-A (My Hero Academia),05 Feb 2023
Midoriya Inko,05 Feb 2023
Bakugou Mitsuki,05 Feb 2023
Midoriya Izuku,05 Feb 2023
Uraraka Ochako,05 Feb 2023
Kirishima Eijirou,05 Feb 2023
Ashido Mina,05 Feb 2023
Todoroki Shouto,05 Feb 2023
Yaoyorozu Momo,05 Feb 2023
Jirou Kyouka,05 Feb 2023
Kaminari Denki,05 Feb 2023
Bakugou Katsuki,05 Feb 2023
Sero Hanta,05 Feb 2023
Hagakure Tooru,05 Feb 2023
Asui Tsuyu,05 Feb 2023
Satou Rikidou,05 Feb 2023
Kendou Itsuka,05 Feb 2023
Tetsutetsu Tetsutetsu,05 Feb 2023
Tokage Setsuna,05 Feb 2023
Tokoyami Fumikage,05 Feb 2023
Iida Tenya,05 Feb 2023
League of Villains (My Hero Academia),05 Feb 2023
Takami Keigo | Hawks,05 Feb 2023
Reader,05 Feb 2023
Midoriya Izuku,05 Feb 2023
Tsumiki Mikan,05 Feb 2023
Dazai Osamu (Bungou Stray Dogs),05 Feb 2023
Mori Ougai (Bungou Stray Dogs),05 Feb 2023
Class 1-A (My Hero Academia),05 Feb 2023
Basically everyone that is relevant in the BNHA plot,05 Feb 2023
Shinsou Hitoshi,05 Feb 2023
OC Villain Shinsou Masato,05 Feb 2023
Ashido Mina,05 Feb 2023
,03 Feb 2023
Sensei | All For One,03 Feb 2023
Todoroki Enji | Endeavor,03 Feb 2023
Takami Keigo | Hawks,03 Feb 2023
Bakugou Katsuki,03 Feb 2023
Reader,03 Feb 2023
Midoriya Izuku,03 Feb 2023
Bakugou Katsuki,03 Feb 2023
Midoriya Izuku,03 Feb 2023
Uraraka Ochako,03 Feb 2023
Iida Tenya,03 Feb 2023
Kirishima Eijirou,03 Feb 2023
Kaminari Denki,03 Feb 2023
Jirou Kyouka,03 Feb 2023
Ashido Mina,03 Feb 2023
Todoroki Shouto,03 Feb 2023
Sero Hanta,03 Feb 2023
Aizawa Shouta | Eraserhead,03 Feb 2023
Shigaraki Tomura | Shimura Tenko,03 Feb 2023
Midoriya Izuku,03 Feb 2023
Bakugou Katsuki,03 Feb 2023
Uraraka Ochako,03 Feb 2023
Aizawa Shouta | Eraserhead,03 Feb 2023
Yamada Hizashi | Present Mic,03 Feb 2023
Shirakumo Oboro,03 Feb 2023
Midoriya Izuku,03 Feb 2023
Bakugou Katsuki,03 Feb 2023
Bakugou Mitsuki,03 Feb 2023
Yagi Toshinori | All Might,03 Feb 2023
Midoriya Inko,03 Feb 2023
Kirishima Eijirou,03 Feb 2023
Midoriya Izuku,03 Feb 2023
Unnamed UA Students,03 Feb 2023
Takami Keigo | Hawks,03 Feb 2023
Usagiyama Rumi | Miruko,03 Feb 2023
Tsutsumi Kaina | Lady Nagant,03 Feb 2023
everyone,03 Feb 2023
Yagi Toshinori | All Might,03 Feb 2023
Reader,03 Feb 2023
Original Characters,03 Feb 2023
Original Female Character(s),03 Feb 2023
,03 Feb 2023
Takami Keigo | Hawks,03 Feb 2023
Yagi Toshinori | All Might,03 Feb 2023
Aizawa Shouta | Eraserhead,03 Feb 2023
Shuuzenji Chiyo | Recovery Girl,03 Feb 2023
Yamada Hizashi | Present Mic,03 Feb 2023
Gran Torino (My Hero Academia),03 Feb 2023
Midoriya Izuku,03 Feb 2023
Midoriya Inko,03 Feb 2023
Todoroki Enji | Endeavor,03 Feb 2023
Class 1-A (My Hero Academia),03 Feb 2023
Kayama Nemuri | Midnight,03 Feb 2023
Shimura Nana,03 Feb 2023
Sensei | All For One,03 Feb 2023
Bakugou Katsuki,03 Feb 2023
Kirishima Eijirou,03 Feb 2023
Ashido Mina,03 Feb 2023
Yaoyorozu Momo,03 Feb 2023
Uraraka Ochako,03 Feb 2023
Tokoyami Fumikage,03 Feb 2023
Kaminari Denki,03 Feb 2023
Sero Hanta,03 Feb 2023
Yaoyorozu Momo,04 Feb 2023
Todoroki Shouto,04 Feb 2023
Bakugou Katsuki,04 Feb 2023
Sero Hanta,04 Feb 2023
Kirishima Eijirou,04 Feb 2023
Kaminari Denki,04 Feb 2023
Kaminari Denki,03 Feb 2023
Shinsou Hitoshi,03 Feb 2023
Midoriya Izuku,03 Feb 2023
Kaminari Denki,03 Feb 2023
Kirishima Eijirou,03 Feb 2023
Midoriya Izuku,03 Feb 2023
Bakugou Katsuki,03 Feb 2023
Shinsou Hitoshi,03 Feb 2023
Jirou Kyouka,03 Feb 2023
Sero Hanta,03 Feb 2023
Ashido Mina,03 Feb 2023
Iida Tenya,03 Feb 2023
Bakugou Katsuki,03 Feb 2023
Midoriya Izuku,03 Feb 2023
Bakugou Katsuki,03 Feb 2023
Random security guard,03 Feb 2023
Bakugou Katsuki,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Shinsou Hitoshi,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Tsutsumi Kaina | Lady Nagant,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Todoroki Shouto,01 Feb 2023
Class 1-A (My Hero Academia),01 Feb 2023
Pro Heroes (My Hero Academia),01 Feb 2023
Hero Public Safety Commission (My Hero Academia),01 Feb 2023
Bakugou Katsuki's Parents,01 Feb 2023
Yagi Toshinori | All Might,01 Feb 2023
Aizawa Shouta | Eraserhead,01 Feb 2023
Yamada Hizashi | Present Mic,01 Feb 2023
Eri,01 Feb 2023
Shigaraki Tomura | Shimura Tenko,01 Feb 2023
Toga Himiko,01 Feb 2023
Takami Keigo | Hawks,01 Feb 2023
Dabi | Todoroki Touya,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Dabi | Todoroki Touya,01 Feb 2023
Todoroki Shouto,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Kirishima Eijirou,01 Feb 2023
Todoroki Rei,01 Feb 2023
Background & Cameo Characters,01 Feb 2023
Kaminari Denki,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Dabi | Todoroki Touya,01 Feb 2023
Toga Himiko,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Kaminari Denki,01 Feb 2023
Aizawa Shouta | Eraserhead,01 Feb 2023
Yagi Toshinori | All Might,01 Feb 2023
Class 1-A (My Hero Academia),01 Feb 2023
Shinsou Hitoshi,01 Feb 2023
Tsukauchi Naomasa,01 Feb 2023
Pro Heroes (My Hero Academia),01 Feb 2023
League of Villains (My Hero Academia),01 Feb 2023
Stan Marsh,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Jesus Christ (South Park),01 Feb 2023
Kyle Broflovski,01 Feb 2023
Eric Cartman,01 Feb 2023
Kenny McCormick,01 Feb 2023
Tony Stark,01 Feb 2023
Kaminari Denki,01 Feb 2023
Kaminari Denki's Father,01 Feb 2023
Aizawa Shouta | Eraserhead,01 Feb 2023
Todoroki Shouto,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Uraraka Ochako,01 Feb 2023
Kirishima Eijirou,01 Feb 2023
Kaminari Denki,01 Feb 2023
Jirou Kyouka,01 Feb 2023
Todoroki Shouto,01 Feb 2023
Iida Tenya,01 Feb 2023
Sero Hanta,01 Feb 2023
Yaoyorozu Momo,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Midoriya Inko,01 Feb 2023
Midoriya Hisashi,01 Feb 2023
Yagi Toshinori | All Might,01 Feb 2023
Gran Torino (My Hero Academia),01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Todoroki Shouto,01 Feb 2023
Todoroki Enji | Endeavor,01 Feb 2023
Uraraka Ochako,01 Feb 2023
Shimura Nana,01 Feb 2023
Shimura Kotarou,01 Feb 2023
Scott Summers,01 Feb 2023
Jean Grey,01 Feb 2023
Emma Frost,01 Feb 2023
Illyana Rasputin,01 Feb 2023
Piotr Rasputin,01 Feb 2023
Namor the Sub-Mariner,01 Feb 2023
Phoenix Force,01 Feb 2023
Kirishima Eijirou,01 Feb 2023
Kaminari Denki,01 Feb 2023
Ashido Mina,01 Feb 2023
Class 1-A (My Hero Academia),01 Feb 2023
Class 1-B (My Hero Academia),01 Feb 2023
Aizawa Shouta | Eraserhead,01 Feb 2023
Yamada Hizashi | Present Mic,01 Feb 2023
Shuuzenji Chiyo | Recovery Girl,01 Feb 2023
Kirishima Eijirou,01 Feb 2023
Takami Keigo | Hawks,01 Feb 2023
Dabi | Todoroki Touya,01 Feb 2023
Todoroki Shouto,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Usagiyama Rumi | Miruko,01 Feb 2023
Toga Himiko,01 Feb 2023
Todoroki Enji | Endeavor,01 Feb 2023
Uraraka Ochako,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Shinsou Hitoshi,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Uraraka Ochako,01 Feb 2023
Aizawa Shouta | Eraserhead,01 Feb 2023
Yagi Toshinori | All Might,01 Feb 2023
Yamada Hizashi | Present Mic,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Shinsou Hitoshi,01 Feb 2023
Kaminari Denki,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Bakugou Katsuki's Parents,01 Feb 2023
Midoriya Inko,01 Feb 2023
Yagi Toshinori | All Might,01 Feb 2023
Tsukauchi Naomasa,01 Feb 2023
Kirishima Eijirou,01 Feb 2023
Takami Keigo | Hawks,01 Feb 2023
Bubaigawara Jin | Twice,01 Feb 2023
Aizawa Shouta | Eraserhead,01 Feb 2023
Yamada Hizashi | Present Mic,01 Feb 2023
Shirakumo Oboro,01 Feb 2023
Kurogiri (My Hero Academia),01 Feb 2023
Sako Atsuhiro | Mr. Compress,01 Feb 2023
Kayama Nemuri | Midnight,01 Feb 2023
Bakugou Katsuki,01 Feb 2023
Midoriya Izuku,01 Feb 2023
Ashido Mina,01 Feb 2023
Kirishima Eijirou,01 Feb 2023
Iida Tenya,01 Feb 2023
Uraraka Ochako,01 Feb 2023
Aizawa Shouta | Eraserhead,01 Feb 2023
Yagi Toshinori | All Might,01 Feb 2023
Midoriya Izuku,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Bakugou Mitsuki,30 Jan 2023
Aizawa Shouta | Eraserhead,30 Jan 2023
Nedzu (My Hero Academia),30 Jan 2023
Shinsou Hitoshi,30 Jan 2023
Yamada Hizashi | Present Mic,30 Jan 2023
Hatsume Mei,30 Jan 2023
More characters to be added - Character,30 Jan 2023
Kirishima Eijirou,30 Jan 2023
Todoroki Shouto,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Todoroki Enji | Endeavor,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Todoroki Shouto,30 Jan 2023
Yaoyorozu Momo,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Kirishima Eijirou,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Reader,30 Jan 2023
Sero Hanta,30 Jan 2023
Todoroki Shouto,30 Jan 2023
Eri (My Hero Academia),30 Jan 2023
Chisaki Kai | Overhaul,30 Jan 2023
Kurono Hari | Chronostasis,30 Jan 2023
Shie Hassaikai | Eight Precepts of Death,30 Jan 2023
Yagi Toshinori | All Might,30 Jan 2023
Class 1-A (My Hero Academia),30 Jan 2023
Midoriya Izuku,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Nezu,30 Jan 2023
Aizawa Shouta | Eraserhead,30 Jan 2023
Yamada Hizashi | Present Mic,30 Jan 2023
Kayama Nemuri | Midnight,30 Jan 2023
Original Characters,30 Jan 2023
Uraraka Ochako,30 Jan 2023
Iida Tenya,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Todoroki Shouto,30 Jan 2023
Takami Keigo | Hawks,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Uraraka Ochako,30 Jan 2023
Kirishima Eijirou,30 Jan 2023
Midoriya Hisashi,30 Jan 2023
Midoriya Inko,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Midoriya Inko,30 Jan 2023
Todoroki Shouto,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Midoriya Inko,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Jirou Kyouka,30 Jan 2023
Ashido Mina,30 Jan 2023
Dabi | Todoroki Touya,30 Jan 2023
Kayama Nemuri | Midnight,30 Jan 2023
Aizawa Shouta | Eraserhead,30 Jan 2023
Takami Keigo | Hawks,30 Jan 2023
Yamada Hizashi | Present Mic,30 Jan 2023
Shuuzenji Chiyo | Recovery Girl,30 Jan 2023
Usagiyama Rumi | Miruko,30 Jan 2023
Bakugou Mitsuki,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Aizawa Shouta | Eraserhead,30 Jan 2023
Todoroki Shouto,30 Jan 2023
Kirishima Eijirou,30 Jan 2023
Class 1-A (My Hero Academia),30 Jan 2023
Yagi Toshinori | All Might,30 Jan 2023
Toga Himiko,30 Jan 2023
Midoriya Inko,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Midoriya Izuku,30 Jan 2023
Kirishima Eijirou,30 Jan 2023
Midoriya Hisashi,30 Jan 2023
Class 1-A (My Hero Academia),30 Jan 2023
Midoriya Izuku,30 Jan 2023
Midoriya Inko,30 Jan 2023
Bakugou Katsuki,30 Jan 2023
Todoroki Shouto,30 Jan 2023
Kirishima Eijirou,30 Jan 2023
Ashido Mina,30 Jan 2023
Sero Hanta,30 Jan 2023
Kaminari Denki,30 Jan 2023
Shinsou Hitoshi,30 Jan 2023
Jirou Kyouka,30 Jan 2023
Yaoyorozu Momo,30 Jan 2023
Asui Tsuyu,30 Jan 2023
Uraraka Ochako,30 Jan 2023
Dabi | Todoroki Touya,30 Jan 2023
Yamada Hizashi | Present Mic,30 Jan 2023
Nishiya Shinji | Kamui Woods,30 Jan 2023
Aizawa Shouta | Eraserhead,30 Jan 2023
Yagi Toshinori | All Might,30 Jan 2023
Class 1-A (My Hero Academia),30 Jan 2023
Koda Koji,30 Jan 2023
Tokoyami Fumikage,30 Jan 2023
Bakugou Katsuki,28 Jan 2023
Kirishima Eijirou,28 Jan 2023
Amajiki Tamaki,28 Jan 2023
Toyomitsu Taishirou | Fat Gum,28 Jan 2023
Tetsutetsu Tetsutetsu,28 Jan 2023
Minor Characters,28 Jan 2023
lots of appearances from the other characters,28 Jan 2023
just too lazy to tag them all,28 Jan 2023
Aizawa Shouta | Eraserhead,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Yamada Hizashi | Present Mic,28 Jan 2023
(background) - Character,28 Jan 2023
,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Sensei | All For One,28 Jan 2023
Kurogiri (My Hero Academia),28 Jan 2023
Shigaraki Tomura | Shimura Tenko,28 Jan 2023
Iguchi Shuuichi | Spinner,28 Jan 2023
Hikiishi Kenji | Magne,28 Jan 2023
Toga Himiko,28 Jan 2023
Bubaigawara Jin | Twice,28 Jan 2023
Dabi | Todoroki Touya,28 Jan 2023
Sako Atsuhiro | Mr. Compress,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Yagi Toshinori | All Might,28 Jan 2023
Midoriya Inko,28 Jan 2023
Shimura Nana,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Todoroki Shouto,28 Jan 2023
Uraraka Ochako,28 Jan 2023
Iida Tenya,28 Jan 2023
Iida Tensei | Ingenium,28 Jan 2023
Eri (My Hero Academia),28 Jan 2023
Chisaki Kai | Overhaul,28 Jan 2023
Sasaki Mirai | Sir Nighteye,28 Jan 2023
Toogata Mirio,28 Jan 2023
Uraraka Ochako,28 Jan 2023
Toga Himiko,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Kirishima Eijirou,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Danny Worsnop,28 Jan 2023
Ben Bruce,28 Jan 2023
James Cassells,28 Jan 2023
Monoma Neito,28 Jan 2023
Shinsou Hitoshi,28 Jan 2023
Aizawa Shouta | Eraserhead,28 Jan 2023
Yamada Hizashi | Present Mic,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Midoriya Inko,28 Jan 2023
Midoriya Hisashi,28 Jan 2023
Other Character Tags to Be Added,28 Jan 2023
Sero Hanta,28 Jan 2023
Todoroki Shouto,28 Jan 2023
Kaminari Denki,28 Jan 2023
Ashido Mina,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Kirishima Eijirou,28 Jan 2023
Jirou Kyouka,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Uraraka Ochako,28 Jan 2023
Iida Tenya,28 Jan 2023
Asui Tsuyu,28 Jan 2023
Yaoyorozu Momo,28 Jan 2023
,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Kirishima Eijirou,28 Jan 2023
Kirishima Eijirou's Family,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Kaminari Denki,28 Jan 2023
Uraraka Ochako,28 Jan 2023
Shinsou Hitoshi,28 Jan 2023
Jirou Kyouka,28 Jan 2023
Iida Tenya,28 Jan 2023
Asui Tsuyu,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Midoriya Izuku,28 Jan 2023
,28 Jan 2023
Aizawa Shouta | Eraserhead,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Aoyama Yuuga,28 Jan 2023
Ashido Mina,28 Jan 2023
Asui Tsuyu,28 Jan 2023
Iida Tenya,28 Jan 2023
Uraraka Ochako,28 Jan 2023
Ojiro Mashirao,28 Jan 2023
Kaminari Denki,28 Jan 2023
Kirishima Eijirou,28 Jan 2023
Kouda Kouji,28 Jan 2023
Satou Rikidou,28 Jan 2023
Shouji Mezou,28 Jan 2023
Jirou Kyouka,28 Jan 2023
Sero Hanta,28 Jan 2023
Tokoyami Fumikage,28 Jan 2023
Todoroki Shouto,28 Jan 2023
Hagakure Tooru,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Mineta Minoru,28 Jan 2023
Yaoyorozu Momo,28 Jan 2023
Aizawa Shouta | Eraserhead,28 Jan 2023
Yamada Hizashi | Present Mic,28 Jan 2023
Class 1-A (My Hero Academia),28 Jan 2023
Class 1-B (My Hero Academia),28 Jan 2023
Original Female Character(s) of Color,28 Jan 2023
Original Male Character(s) of Color,28 Jan 2023
Original Characters,28 Jan 2023
Aizawa Shouta | Eraserhead,28 Jan 2023
Yamada Hizashi | Present Mic,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Uraraka Ochako,28 Jan 2023
Midoriya Inko,28 Jan 2023
Kayama Nemuri | Midnight,28 Jan 2023
Shirakumo Oboro,28 Jan 2023
Uraraka Ochako,28 Jan 2023
Uraraka Ochako's Father,28 Jan 2023
Bakugou Katsuki,28 Jan 2023
Kaminari Denki,28 Jan 2023
Ashido Mina,28 Jan 2023
Kirishima Eijirou,28 Jan 2023
Sero Hanta,28 Jan 2023
Midoriya Izuku,28 Jan 2023
Yaoyorozu Momo,28 Jan 2023
Asui Tsuyu,28 Jan 2023
Tatsuma Ryuuko | Ryuukyuu,28 Jan 2023
Shinsou Hitoshi,25 Jan 2023
Kaminari Denki,25 Jan 2023
Sero Hanta,25 Jan 2023
Kirishima Eijirou,25 Jan 2023
Ashido Mina,25 Jan 2023
Bakugou Katsuki,25 Jan 2023
Shigaraki Tomura | Shimura Tenko,26 Jan 2023
Kurogiri (My Hero Academia),26 Jan 2023
Shirakumo Oboro,26 Jan 2023
Dabi | Todoroki Touya,26 Jan 2023
Aizawa Shouta | Eraserhead,26 Jan 2023
Todoroki Enji | Endeavor,26 Jan 2023
Iguchi Shuuichi | Spinner,26 Jan 2023
Sako Atsuhiro | Mr. Compress,26 Jan 2023
Bubaigawara Jin | Twice,26 Jan 2023
Toga Himiko,26 Jan 2023
Hikiishi Kenji | Magne,26 Jan 2023
Pro Heroes (My Hero Academia),26 Jan 2023
Dr. Tsubasa (My Hero Academia),26 Jan 2023
Midoriya Izuku,26 Jan 2023
Sensei | All For One,26 Jan 2023
Tsukauchi Naomasa,26 Jan 2023
Yamada Hizashi | Present Mic,26 Jan 2023
Midoriya Izuku's Family,26 Jan 2023
Jirou Kyouka,26 Jan 2023
Class 1-A (My Hero Academia),26 Jan 2023
Bakugou Katsuki,26 Jan 2023
Kirishima Eijirou,26 Jan 2023
Shinsou Hitoshi,26 Jan 2023
Kaminari Denki,26 Jan 2023
Midoriya Izuku,26 Jan 2023
Shinsou Hitoshi,26 Jan 2023
Aizawa Shouta | Eraserhead,26 Jan 2023
Kaminari Denki,26 Jan 2023
Class 1-A (My Hero Academia),26 Jan 2023
Midoriya Izuku,26 Jan 2023
Bakugou Katsuki,26 Jan 2023
Nedzu (My Hero Academia),26 Jan 2023
Todoroki Shouto,26 Jan 2023
Bakugou Katsuki,26 Jan 2023
Kirishima Eijirou,26 Jan 2023
Ashido Mina,26 Jan 2023
Kaminari Denki,26 Jan 2023
Yaoyorozu Momo,26 Jan 2023
Uraraka Ochako,26 Jan 2023
Toga Himiko,26 Jan 2023
Izuku Midoriya,26 Jan 2023
Original Characters,26 Jan 2023
Shinsou Hitoshi,25 Jan 2023
Kaminari Denki,25 Jan 2023
Bakugou Katsuki,25 Jan 2023
Todoroki Shouto,25 Jan 2023
Yaoyorozu Momo,25 Jan 2023
Kirishima Eijirou,25 Jan 2023
Jirou Kyouka,25 Jan 2023
Sero Hanta,25 Jan 2023
